id;Name;TECNOLOGIA;RAPIDEZ;ALTITUDE;TEMPO;rxlevel_4G;x_;y_
269;-88 4G;4G;41 km/h;898m;2023.08.22_10.42.02;-88;-44.2316729;-21.1148501
270;-88 4G;4G;41 km/h;898m;2023.08.22_10.42.02;-88;-44.2317835;-21.114856
271;-87 4G;4G;40 km/h;898m;2023.08.22_10.42.04;-87;-44.2318915;-21.1148611
272;-87 4G;4G;37 km/h;897m;2023.08.22_10.42.05;-87;-44.2319917;-21.1148654
273;-80 4G;4G;25 km/h;898m;2023.08.22_10.42.06;-80;-44.2321467;-21.1148735
274;-81 4G;4G;13 km/h;897m;2023.08.22_10.42.10;-81;-44.2322679;-21.1148809
275;-79 4G;4G;22 km/h;897m;2023.08.22_10.42.12;-79;-44.2323768;-21.1148859
276;-79 4G;4G;28 km/h;897m;2023.08.22_10.42.14;-79;-44.2325179;-21.1148889
277;-87 4G;4G;29 km/h;897m;2023.08.22_10.42.15;-87;-44.2326724;-21.1149121
278;-76 4G;4G;29 km/h;896m;2023.08.22_10.42.18;-76;-44.2328016;-21.1149908
279;-81 4G;4G;32 km/h;896m;2023.08.22_10.42.20;-81;-44.2328973;-21.1151212
280;-81 4G;4G;35 km/h;896m;2023.08.22_10.42.22;-81;-44.2329577;-21.1152845
281;-87 4G;4G;37 km/h;895m;2023.08.22_10.42.24;-87;-44.2329872;-21.1154691
282;-87 4G;4G;39 km/h;896m;2023.08.22_10.42.25;-87;-44.2329991;-21.1155681
283;-83 4G;4G;41 km/h;896m;2023.08.22_10.42.26;-83;-44.2330091;-21.1156701
284;-83 4G;4G;43 km/h;896m;2023.08.22_10.42.27;-83;-44.2330217;-21.1157782
285;-83 4G;4G;43 km/h;895m;2023.08.22_10.42.28;-83;-44.2330351;-21.115888
286;-88 4G;4G;44 km/h;895m;2023.08.22_10.42.29;-88;-44.2330495;-21.1159974
287;-88 4G;4G;43 km/h;896m;2023.08.22_10.42.30;-88;-44.2330634;-21.1161096
288;-87 4G;4G;44 km/h;895m;2023.08.22_10.42.31;-87;-44.2330793;-21.1162234
289;-87 4G;4G;44 km/h;895m;2023.08.22_10.42.32;-87;-44.2330895;-21.1163324
290;-87 4G;4G;43 km/h;895m;2023.08.22_10.42.33;-87;-44.2331026;-21.1164435
291;-86 4G;4G;43 km/h;895m;2023.08.22_10.42.34;-86;-44.2331169;-21.1165518
292;-86 4G;4G;42 km/h;895m;2023.08.22_10.42.35;-86;-44.2331309;-21.1166583
293;-86 4G;4G;42 km/h;895m;2023.08.22_10.42.36;-86;-44.2331469;-21.1167645
294;-85 4G;4G;41 km/h;895m;2023.08.22_10.42.37;-85;-44.2331631;-21.1168666
295;-85 4G;4G;40 km/h;895m;2023.08.22_10.42.38;-85;-44.2331771;-21.1169687
296;-87 4G;4G;39 km/h;895m;2023.08.22_10.42.39;-87;-44.2331912;-21.1170655
297;-87 4G;4G;38 km/h;895m;2023.08.22_10.42.40;-87;-44.2332053;-21.1171632
298;-87 4G;4G;36 km/h;895m;2023.08.22_10.42.41;-87;-44.2332204;-21.1172532
299;-88 4G;4G;32 km/h;895m;2023.08.22_10.42.43;-88;-44.2332454;-21.1174231
300;-91 4G;4G;29 km/h;895m;2023.08.22_10.42.45;-91;-44.2332633;-21.1175754
301;-92 4G;4G;32 km/h;895m;2023.08.22_10.42.47;-92;-44.2332474;-21.1177323
302;-92 4G;4G;36 km/h;895m;2023.08.22_10.42.49;-92;-44.2332011;-21.1179044
303;-92 4G;4G;37 km/h;895m;2023.08.22_10.42.50;-92;-44.2331725;-21.117993
304;-92 4G;4G;37 km/h;895m;2023.08.22_10.42.51;-92;-44.233145;-21.1180818
305;-94 4G;4G;37 km/h;895m;2023.08.22_10.42.52;-94;-44.2331174;-21.1181698
306;-94 4G;4G;36 km/h;895m;2023.08.22_10.42.53;-94;-44.2330907;-21.1182605
307;-93 4G;4G;31 km/h;895m;2023.08.22_10.42.55;-93;-44.2330406;-21.1184229
308;-92 4G;4G;23 km/h;895m;2023.08.22_10.42.57;-92;-44.2330107;-21.1185487
309;-89 4G;4G;25 km/h;895m;2023.08.22_10.42.59;-89;-44.2330578;-21.1186634
310;-89 4G;4G;31 km/h;894m;2023.08.22_10.43.01;-89;-44.2331534;-21.1187875
311;-94 4G;4G;31 km/h;894m;2023.08.22_10.43.01;-94;-44.2331534;-21.1187875
312;-94 4G;4G;33 km/h;894m;2023.08.22_10.43.03;-94;-44.2332579;-21.1189236
313;-90 4G;4G;31 km/h;894m;2023.08.22_10.43.05;-90;-44.2333593;-21.1190564
314;-94 4G;4G;29 km/h;895m;2023.08.22_10.43.07;-94;-44.2334543;-21.1191808
315;-94 4G;4G;21 km/h;895m;2023.08.22_10.43.09;-94;-44.2335375;-21.1192644
316;-97 4G;4G;7 km/h;895m;2023.08.22_10.43.11;-97;-44.233612;-21.1193264
317;-90 4G;4G;8 km/h;894m;2023.08.22_10.43.31;-90;-44.2336584;-21.1194183
318;-98 4G;4G;19 km/h;894m;2023.08.22_10.43.34;-98;-44.2335993;-21.1195137
319;-98 4G;4G;24 km/h;894m;2023.08.22_10.43.36;-98;-44.2335154;-21.1195915
320;-98 4G;4G;28 km/h;894m;2023.08.22_10.43.38;-98;-44.2334148;-21.1196939
321;-109 4G;4G;30 km/h;894m;2023.08.22_10.43.40;-109;-44.2333284;-21.1198189
322;-109 4G;4G;28 km/h;894m;2023.08.22_10.43.42;-109;-44.2332585;-21.1199494
323;-109 4G;4G;25 km/h;894m;2023.08.22_10.43.44;-109;-44.2332069;-21.1200759
324;-103 4G;4G;15 km/h;894m;2023.08.22_10.43.47;-103;-44.2331607;-21.1201977
325;-103 4G;4G;26 km/h;895m;2023.08.22_10.43.49;-103;-44.2331189;-21.1203114
326;-101 4G;4G;28 km/h;895m;2023.08.22_10.43.51;-101;-44.2330782;-21.1204494
327;-97 4G;4G;18 km/h;895m;2023.08.22_10.43.53;-97;-44.233055;-21.1205644
328;-94 4G;4G;0 km/h;895m;2023.08.22_10.44.05;-94;-44.233055;-21.1205644
329;-91 4G;4G;7 km/h;894m;2023.08.22_10.45.26;-91;-44.2330382;-21.1206941
330;-90 4G;4G;16 km/h;894m;2023.08.22_10.45.29;-90;-44.2330468;-21.1207973
331;-89 4G;4G;19 km/h;894m;2023.08.22_10.45.31;-89;-44.2330655;-21.1208917
332;-88 4G;4G;23 km/h;894m;2023.08.22_10.45.33;-88;-44.2331037;-21.1209972
333;-83 4G;4G;25 km/h;894m;2023.08.22_10.45.35;-83;-44.2331604;-21.1211128
334;-82 4G;4G;26 km/h;894m;2023.08.22_10.45.37;-82;-44.2332199;-21.1212303
335;-87 4G;4G;31 km/h;894m;2023.08.22_10.45.39;-87;-44.2332889;-21.1213667
336;-88 4G;4G;32 km/h;894m;2023.08.22_10.45.41;-88;-44.2333637;-21.1215121
337;-91 4G;4G;30 km/h;894m;2023.08.22_10.45.43;-91;-44.2334409;-21.1216509
338;-89 4G;4G;28 km/h;894m;2023.08.22_10.45.45;-89;-44.2335101;-21.1217795
339;-89 4G;4G;30 km/h;895m;2023.08.22_10.45.47;-89;-44.2335835;-21.1219081
340;-93 4G;4G;31 km/h;895m;2023.08.22_10.45.49;-93;-44.2336701;-21.1220439
341;-96 4G;4G;32 km/h;895m;2023.08.22_10.45.51;-96;-44.2337578;-21.1221898
342;-96 4G;4G;33 km/h;894m;2023.08.22_10.45.53;-96;-44.2338519;-21.1223345
343;-99 4G;4G;36 km/h;894m;2023.08.22_10.45.55;-99;-44.2339758;-21.1224702
344;-99 4G;4G;36 km/h;894m;2023.08.22_10.45.56;-99;-44.2340497;-21.1225299
345;-94 4G;4G;36 km/h;894m;2023.08.22_10.45.56;-94;-44.2340497;-21.1225299
346;-94 4G;4G;36 km/h;894m;2023.08.22_10.45.57;-94;-44.2341267;-21.1225855
347;-96 4G;4G;34 km/h;893m;2023.08.22_10.45.59;-96;-44.2342803;-21.1226858
348;-96 4G;4G;34 km/h;893m;2023.08.22_10.46.01;-96;-44.234436;-21.1227759
349;-95 4G;4G;32 km/h;893m;2023.08.22_10.46.03;-95;-44.2345955;-21.1228549
350;-110 4G;4G;32 km/h;893m;2023.08.22_10.46.04;-110;-44.2345955;-21.1228549
351;-110 4G;4G;29 km/h;893m;2023.08.22_10.46.05;-110;-44.234747;-21.1229119
352;-112 4G;4G;32 km/h;893m;2023.08.22_10.46.07;-112;-44.2349063;-21.1229622
353;-109 4G;4G;34 km/h;893m;2023.08.22_10.46.09;-109;-44.2350911;-21.1230069
354;-109 4G;4G;34 km/h;893m;2023.08.22_10.46.11;-109;-44.2352741;-21.1230477
355;-106 4G;4G;34 km/h;893m;2023.08.22_10.46.13;-106;-44.2354546;-21.1230842
356;-107 4G;4G;33 km/h;893m;2023.08.22_10.46.15;-107;-44.2356354;-21.1231211
357;-102 4G;4G;33 km/h;893m;2023.08.22_10.46.17;-102;-44.2358101;-21.1231585
358;-105 4G;4G;32 km/h;893m;2023.08.22_10.46.18;-105;-44.2359815;-21.1231952
359;-105 4G;4G;28 km/h;893m;2023.08.22_10.46.21;-105;-44.2361399;-21.1232303
360;-104 4G;4G;20 km/h;893m;2023.08.22_10.46.23;-104;-44.2362538;-21.1232561
361;-105 4G;4G;15 km/h;893m;2023.08.22_10.46.26;-105;-44.2363804;-21.1232865
362;-105 4G;4G;23 km/h;893m;2023.08.22_10.46.28;-105;-44.2364883;-21.123319
363;-109 4G;4G;30 km/h;893m;2023.08.22_10.46.30;-109;-44.2366336;-21.1233719
364;-103 4G;4G;30 km/h;893m;2023.08.22_10.46.32;-103;-44.2367808;-21.1234426
365;-107 4G;4G;28 km/h;894m;2023.08.22_10.46.34;-107;-44.2369064;-21.1235343
366;-108 4G;4G;24 km/h;894m;2023.08.22_10.46.36;-108;-44.2369808;-21.1236371
367;-110 4G;4G;17 km/h;894m;2023.08.22_10.46.38;-110;-44.237014;-21.1237287
368;-105 4G;4G;11 km/h;894m;2023.08.22_10.46.42;-105;-44.2370356;-21.1238426
369;-109 4G;4G;13 km/h;894m;2023.08.22_10.46.45;-109;-44.2370497;-21.1239374
370;-108 4G;4G;19 km/h;894m;2023.08.22_10.46.48;-108;-44.2370718;-21.1240741
371;-108 4G;4G;22 km/h;894m;2023.08.22_10.46.50;-108;-44.2370894;-21.1241793
372;-108 4G;4G;22 km/h;894m;2023.08.22_10.46.52;-108;-44.2371083;-21.1242922
373;-110 4G;4G;17 km/h;894m;2023.08.22_10.46.54;-110;-44.2371211;-21.1243874
374;-110 4G;4G;23 km/h;895m;2023.08.22_10.46.56;-110;-44.2371291;-21.1244929
375;-110 4G;4G;28 km/h;895m;2023.08.22_10.46.58;-110;-44.2371427;-21.1246288
376;-111 4G;4G;28 km/h;895m;2023.08.22_10.47.00;-111;-44.2371573;-21.1247713
377;-112 4G;4G;27 km/h;896m;2023.08.22_10.47.02;-112;-44.2371689;-21.1249113
378;-111 4G;4G;23 km/h;896m;2023.08.22_10.47.04;-111;-44.2371814;-21.1250377
379;-110 4G;4G;19 km/h;896m;2023.08.22_10.47.06;-110;-44.2371911;-21.1251385
380;-112 4G;4G;14 km/h;896m;2023.08.22_10.47.09;-112;-44.2372001;-21.1252638
381;-112 4G;4G;17 km/h;896m;2023.08.22_10.47.12;-112;-44.2372068;-21.1253797
382;-115 4G;4G;15 km/h;897m;2023.08.22_10.47.15;-115;-44.2372164;-21.1255073
383;-113 4G;4G;3 km/h;896m;2023.08.22_10.47.39;-113;-44.2372255;-21.1256016
384;-113 4G;4G;15 km/h;896m;2023.08.22_10.47.42;-113;-44.2372324;-21.1256937
385;-112 4G;4G;19 km/h;897m;2023.08.22_10.47.44;-112;-44.2372387;-21.125786
386;-111 4G;4G;19 km/h;897m;2023.08.22_10.47.46;-111;-44.2372464;-21.125884
387;-111 4G;4G;19 km/h;897m;2023.08.22_10.47.48;-111;-44.2372565;-21.1259829
388;-105 4G;4G;19 km/h;897m;2023.08.22_10.47.50;-105;-44.2372692;-21.1260791
389;-114 4G;4G;16 km/h;897m;2023.08.22_10.47.53;-114;-44.2372868;-21.1262032
390;-102 4G;4G;16 km/h;897m;2023.08.22_10.47.55;-102;-44.2372868;-21.1262032
391;-102 4G;4G;13 km/h;898m;2023.08.22_10.47.56;-102;-44.2373013;-21.1263045
392;-116 4G;4G;13 km/h;898m;2023.08.22_10.47.57;-116;-44.2373013;-21.1263045
393;-94 4G;4G;13 km/h;898m;2023.08.22_10.48.00;-94;-44.2373013;-21.1263045
394;-95 4G;4G;6 km/h;899m;2023.08.22_10.49.16;-95;-44.2372846;-21.1264021
395;-93 4G;4G;15 km/h;899m;2023.08.22_10.49.20;-93;-44.2373002;-21.1265194
396;-88 4G;4G;18 km/h;900m;2023.08.22_10.49.23;-88;-44.237318;-21.126646
397;-94 4G;4G;8 km/h;900m;2023.08.22_10.49.26;-94;-44.2373331;-21.1267588
398;-95 4G;4G;17 km/h;900m;2023.08.22_10.49.30;-95;-44.2373504;-21.126857
399;-93 4G;4G;17 km/h;901m;2023.08.22_10.49.32;-93;-44.2373682;-21.1269512
400;-97 4G;4G;20 km/h;901m;2023.08.22_10.49.34;-97;-44.2373886;-21.1270518
401;-93 4G;4G;20 km/h;901m;2023.08.22_10.49.36;-93;-44.2373859;-21.1271575
402;-93 4G;4G;20 km/h;901m;2023.08.22_10.49.38;-93;-44.2373249;-21.1272415
403;-93 4G;4G;20 km/h;901m;2023.08.22_10.49.40;-93;-44.2372345;-21.1272935
404;-96 4G;4G;22 km/h;901m;2023.08.22_10.49.42;-96;-44.237121;-21.1273269
405;-96 4G;4G;19 km/h;902m;2023.08.22_10.49.44;-96;-44.2370206;-21.1273582
406;-94 4G;4G;12 km/h;902m;2023.08.22_10.49.47;-94;-44.2369029;-21.1273933
407;-94 4G;4G;14 km/h;902m;2023.08.22_10.49.50;-94;-44.2368087;-21.1274209
408;-92 4G;4G;19 km/h;902m;2023.08.22_10.49.53;-92;-44.2366694;-21.1274648
409;-81 4G;4G;21 km/h;902m;2023.08.22_10.49.55;-81;-44.2365575;-21.1274999
410;-83 4G;4G;25 km/h;902m;2023.08.22_10.49.57;-83;-44.2364311;-21.1275452
411;-84 4G;4G;28 km/h;903m;2023.08.22_10.49.59;-84;-44.2362927;-21.1275944
412;-93 4G;4G;27 km/h;903m;2023.08.22_10.50.01;-93;-44.2361486;-21.1276355
413;-90 4G;4G;23 km/h;903m;2023.08.22_10.50.03;-90;-44.2360257;-21.127669
414;-90 4G;4G;23 km/h;903m;2023.08.22_10.50.05;-90;-44.2359084;-21.1277017
415;-91 4G;4G;24 km/h;903m;2023.08.22_10.50.07;-91;-44.235783;-21.1277432
416;-94 4G;4G;24 km/h;902m;2023.08.22_10.50.09;-94;-44.2356614;-21.1277858
417;-94 4G;4G;22 km/h;903m;2023.08.22_10.50.11;-94;-44.23554;-21.1278281
418;-93 4G;4G;10 km/h;904m;2023.08.22_10.50.14;-93;-44.2354396;-21.1278642
419;-98 4G;4G;13 km/h;904m;2023.08.22_10.50.18;-98;-44.2353353;-21.1279025
420;-96 4G;4G;15 km/h;905m;2023.08.22_10.50.21;-96;-44.2352135;-21.1279465
421;-97 4G;4G;19 km/h;905m;2023.08.22_10.50.24;-97;-44.2350756;-21.1279922
422;-97 4G;4G;19 km/h;905m;2023.08.22_10.50.25;-97;-44.2349827;-21.1280265
423;-96 4G;4G;20 km/h;906m;2023.08.22_10.50.28;-96;-44.2348837;-21.1280715
424;-96 4G;4G;17 km/h;906m;2023.08.22_10.50.30;-96;-44.2347934;-21.1281072
425;-99 4G;4G;19 km/h;906m;2023.08.22_10.50.33;-99;-44.2346588;-21.128157
426;-95 4G;4G;16 km/h;907m;2023.08.22_10.50.35;-95;-44.2345666;-21.1281904
427;-94 4G;4G;17 km/h;908m;2023.08.22_10.50.38;-94;-44.2345312;-21.1283047
428;-92 4G;4G;18 km/h;908m;2023.08.22_10.50.40;-92;-44.234589;-21.1283844
429;-92 4G;4G;12 km/h;908m;2023.08.22_10.50.43;-92;-44.2346543;-21.1284554
430;-101 4G;4G;22 km/h;908m;2023.08.22_10.50.45;-101;-44.2347242;-21.1285313
431;-99 4G;4G;28 km/h;907m;2023.08.22_10.50.47;-99;-44.2348218;-21.1286362
432;-88 4G;4G;29 km/h;907m;2023.08.22_10.50.49;-88;-44.2349297;-21.1287466
433;-92 4G;4G;30 km/h;907m;2023.08.22_10.50.51;-92;-44.2350402;-21.1288635
434;-95 4G;4G;31 km/h;907m;2023.08.22_10.50.53;-95;-44.2351474;-21.1289823
435;-95 4G;4G;31 km/h;907m;2023.08.22_10.50.55;-95;-44.2352586;-21.1291012
436;-92 4G;4G;31 km/h;907m;2023.08.22_10.50.56;-92;-44.2352586;-21.1291012
437;-92 4G;4G;27 km/h;907m;2023.08.22_10.50.57;-92;-44.2353612;-21.1292091
438;-93 4G;4G;24 km/h;907m;2023.08.22_10.50.59;-93;-44.2354566;-21.1293066
439;-81 4G;4G;25 km/h;906m;2023.08.22_10.51.01;-81;-44.235548;-21.1293997
440;-81 4G;4G;27 km/h;906m;2023.08.22_10.51.03;-81;-44.2356432;-21.1295052
441;-91 4G;4G;22 km/h;906m;2023.08.22_10.51.05;-91;-44.2357285;-21.1295982
442;-91 4G;4G;19 km/h;905m;2023.08.22_10.51.08;-91;-44.2358184;-21.1296973
443;-90 4G;4G;26 km/h;905m;2023.08.22_10.51.10;-90;-44.2359033;-21.1297922
444;-90 4G;4G;31 km/h;905m;2023.08.22_10.51.12;-90;-44.2360093;-21.1299048
445;-87 4G;4G;33 km/h;905m;2023.08.22_10.51.14;-87;-44.2361289;-21.1300283
446;-88 4G;4G;34 km/h;905m;2023.08.22_10.51.16;-88;-44.236252;-21.1301552
447;-90 4G;4G;30 km/h;905m;2023.08.22_10.51.18;-90;-44.2363738;-21.1302825
448;-91 4G;4G;24 km/h;905m;2023.08.22_10.51.20;-91;-44.2364693;-21.1303814
449;-91 4G;4G;17 km/h;905m;2023.08.22_10.51.22;-91;-44.2365361;-21.1304515
450;-91 4G;4G;12 km/h;904m;2023.08.22_10.52.43;-91;-44.2366018;-21.1305501
451;-93 4G;4G;20 km/h;903m;2023.08.22_10.52.45;-93;-44.2366684;-21.1306216
452;-98 4G;4G;22 km/h;904m;2023.08.22_10.52.46;-98;-44.2367443;-21.130702
453;-96 4G;4G;21 km/h;903m;2023.08.22_10.52.49;-96;-44.2368203;-21.1307834
454;-90 4G;4G;24 km/h;904m;2023.08.22_10.52.51;-90;-44.2369018;-21.1308717
455;-90 4G;4G;28 km/h;904m;2023.08.22_10.52.53;-90;-44.2370036;-21.1309638
456;-89 4G;4G;27 km/h;904m;2023.08.22_10.52.55;-89;-44.2371072;-21.1310749
457;-100 4G;4G;24 km/h;903m;2023.08.22_10.52.57;-100;-44.2372013;-21.1311736
458;-93 4G;4G;16 km/h;904m;2023.08.22_10.52.59;-93;-44.2372735;-21.1312453
459;-92 4G;4G;10 km/h;904m;2023.08.22_10.53.03;-92;-44.2373418;-21.1313143
460;-91 4G;4G;19 km/h;904m;2023.08.22_10.53.06;-91;-44.2374331;-21.1313996
461;-89 4G;4G;26 km/h;905m;2023.08.22_10.53.08;-89;-44.2375224;-21.131501
462;-89 4G;4G;24 km/h;904m;2023.08.22_10.53.10;-89;-44.2376159;-21.1315966
463;-95 4G;4G;15 km/h;904m;2023.08.22_10.53.13;-95;-44.2377018;-21.1316869
464;-93 4G;4G;19 km/h;904m;2023.08.22_10.53.15;-93;-44.2377716;-21.1317568
465;-93 4G;4G;27 km/h;903m;2023.08.22_10.53.17;-93;-44.2378504;-21.1318539
466;-93 4G;4G;31 km/h;903m;2023.08.22_10.53.19;-93;-44.2379424;-21.1319742
467;-91 4G;4G;30 km/h;902m;2023.08.22_10.53.21;-91;-44.2380564;-21.132087
468;-90 4G;4G;25 km/h;902m;2023.08.22_10.53.23;-90;-44.2381585;-21.1322017
469;-92 4G;4G;13 km/h;902m;2023.08.22_10.53.26;-92;-44.2382395;-21.1322837
470;-93 4G;4G;20 km/h;902m;2023.08.22_10.53.29;-93;-44.2383379;-21.132379
471;-93 4G;4G;27 km/h;902m;2023.08.22_10.53.31;-93;-44.2384317;-21.1324742
472;-93 4G;4G;33 km/h;902m;2023.08.22_10.53.33;-93;-44.2385283;-21.1325958
473;-94 4G;4G;35 km/h;902m;2023.08.22_10.53.35;-94;-44.2385998;-21.1327567
474;-94 4G;4G;36 km/h;902m;2023.08.22_10.53.36;-94;-44.2386322;-21.1328434
475;-95 4G;4G;36 km/h;902m;2023.08.22_10.53.37;-95;-44.238664;-21.1329311
476;-95 4G;4G;37 km/h;902m;2023.08.22_10.53.38;-95;-44.2386969;-21.1330199
477;-95 4G;4G;39 km/h;902m;2023.08.22_10.53.39;-95;-44.2387317;-21.1331123
478;-95 4G;4G;40 km/h;903m;2023.08.22_10.53.40;-95;-44.2387658;-21.1332107
479;-95 4G;4G;41 km/h;903m;2023.08.22_10.53.41;-95;-44.2387985;-21.1333114
480;-95 4G;4G;42 km/h;904m;2023.08.22_10.53.42;-95;-44.2388314;-21.1334125
481;-84 4G;4G;43 km/h;905m;2023.08.22_10.53.43;-84;-44.2388743;-21.1335127
482;-84 4G;4G;42 km/h;907m;2023.08.22_10.53.44;-84;-44.2389301;-21.133604
483;-78 4G;4G;38 km/h;909m;2023.08.22_10.53.45;-78;-44.2389893;-21.1336805
484;-78 4G;4G;30 km/h;913m;2023.08.22_10.53.46;-78;-44.2390986;-21.1338006
485;-81 4G;4G;26 km/h;917m;2023.08.22_10.53.49;-81;-44.2392111;-21.133891
486;-80 4G;4G;21 km/h;921m;2023.08.22_10.53.51;-80;-44.239323;-21.1339391
487;-78 4G;4G;19 km/h;923m;2023.08.22_10.53.53;-78;-44.2394311;-21.1339554
488;-78 4G;4G;19 km/h;926m;2023.08.22_10.53.56;-78;-44.2395656;-21.1339764
489;-82 4G;4G;23 km/h;927m;2023.08.22_10.53.58;-82;-44.2396807;-21.134007
490;-81 4G;4G;25 km/h;929m;2023.08.22_10.54.00;-81;-44.2398068;-21.1340464
491;-78 4G;4G;25 km/h;931m;2023.08.22_10.54.02;-78;-44.2399408;-21.134088
492;-80 4G;4G;30 km/h;932m;2023.08.22_10.54.04;-80;-44.2400901;-21.1341314
493;-80 4G;4G;36 km/h;933m;2023.08.22_10.54.06;-80;-44.2402645;-21.1341725
494;-80 4G;4G;36 km/h;934m;2023.08.22_10.54.07;-80;-44.2403626;-21.134191
495;-81 4G;4G;37 km/h;934m;2023.08.22_10.54.08;-81;-44.2404612;-21.134206
496;-81 4G;4G;37 km/h;935m;2023.08.22_10.54.09;-81;-44.2405619;-21.1342211
497;-81 4G;4G;38 km/h;936m;2023.08.22_10.54.10;-81;-44.2406663;-21.1342327
498;-81 4G;4G;38 km/h;937m;2023.08.22_10.54.11;-81;-44.2407675;-21.1342429
499;-90 4G;4G;37 km/h;937m;2023.08.22_10.54.12;-90;-44.2408677;-21.1342523
500;-87 4G;4G;34 km/h;939m;2023.08.22_10.54.14;-87;-44.2410496;-21.1342697
501;-87 4G;4G;33 km/h;940m;2023.08.22_10.54.16;-87;-44.2412249;-21.1342838
502;-85 4G;4G;35 km/h;941m;2023.08.22_10.54.18;-85;-44.2414113;-21.1342985
503;-89 4G;4G;36 km/h;941m;2023.08.22_10.54.19;-89;-44.2415091;-21.1343119
504;-89 4G;4G;37 km/h;942m;2023.08.22_10.54.20;-89;-44.2416088;-21.1343293
505;-89 4G;4G;38 km/h;942m;2023.08.22_10.54.21;-89;-44.2417086;-21.1343494
506;-84 4G;4G;37 km/h;944m;2023.08.22_10.54.22;-84;-44.2418068;-21.1343709
507;-84 4G;4G;37 km/h;945m;2023.08.22_10.54.23;-84;-44.2419039;-21.1343929
508;-84 4G;4G;37 km/h;946m;2023.08.22_10.54.24;-84;-44.2420008;-21.1344168
509;-84 4G;4G;33 km/h;950m;2023.08.22_10.54.26;-84;-44.2421808;-21.1344612
510;-78 4G;4G;30 km/h;953m;2023.08.22_10.54.27;-78;-44.2423422;-21.1345003
511;-78 4G;4G;28 km/h;955m;2023.08.22_10.54.30;-78;-44.2424941;-21.1345372
512;-81 4G;4G;27 km/h;957m;2023.08.22_10.54.32;-81;-44.24264;-21.1345737
513;-80 4G;4G;29 km/h;959m;2023.08.22_10.54.33;-80;-44.2427882;-21.1346135
514;-82 4G;4G;32 km/h;960m;2023.08.22_10.54.36;-82;-44.2429471;-21.134663
515;-84 4G;4G;35 km/h;960m;2023.08.22_10.54.37;-84;-44.2431086;-21.1347484
516;-84 4G;4G;33 km/h;961m;2023.08.22_10.54.40;-84;-44.2432512;-21.1348609
517;-86 4G;4G;32 km/h;960m;2023.08.22_10.54.42;-86;-44.2433657;-21.1349814
518;-93 4G;4G;34 km/h;958m;2023.08.22_10.54.44;-93;-44.2434534;-21.1351295
519;-95 4G;4G;34 km/h;958m;2023.08.22_10.54.44;-95;-44.2434534;-21.1351295
520;-95 4G;4G;38 km/h;957m;2023.08.22_10.54.46;-95;-44.2435325;-21.1352978
521;-100 4G;4G;38 km/h;957m;2023.08.22_10.54.47;-100;-44.2435637;-21.1353944
522;-100 4G;4G;39 km/h;958m;2023.08.22_10.54.48;-100;-44.243583;-21.1354939
523;-95 4G;4G;41 km/h;958m;2023.08.22_10.54.49;-95;-44.2435964;-21.1355982
524;-95 4G;4G;42 km/h;959m;2023.08.22_10.54.50;-95;-44.2436029;-21.1357068
525;-95 4G;4G;41 km/h;959m;2023.08.22_10.54.51;-95;-44.2436087;-21.1358131
526;-99 4G;4G;41 km/h;960m;2023.08.22_10.54.51;-99;-44.2436097;-21.1359203
527;-99 4G;4G;40 km/h;962m;2023.08.22_10.54.53;-99;-44.2436103;-21.1360228
528;-99 4G;4G;38 km/h;962m;2023.08.22_10.54.54;-99;-44.243611;-21.1361226
529;-96 4G;4G;37 km/h;962m;2023.08.22_10.54.55;-96;-44.2436149;-21.1362184
530;-96 4G;4G;37 km/h;962m;2023.08.22_10.54.56;-96;-44.2436163;-21.1363174
531;-98 4G;4G;37 km/h;962m;2023.08.22_10.54.56;-98;-44.2436163;-21.1363174
532;-98 4G;4G;38 km/h;964m;2023.08.22_10.54.56;-98;-44.2436181;-21.1364152
533;-98 4G;4G;37 km/h;964m;2023.08.22_10.54.58;-98;-44.2436211;-21.1365108
534;-100 4G;4G;36 km/h;965m;2023.08.22_10.54.59;-100;-44.2436299;-21.1366015
535;-110 4G;4G;36 km/h;965m;2023.08.22_10.55.00;-110;-44.2436299;-21.1366015
536;-110 4G;4G;36 km/h;966m;2023.08.22_10.55.01;-110;-44.2437;-21.1367663
537;-109 4G;4G;37 km/h;966m;2023.08.22_10.55.02;-109;-44.2437663;-21.1368344
538;-101 4G;4G;37 km/h;966m;2023.08.22_10.55.03;-101;-44.2437663;-21.1368344
539;-101 4G;4G;21 km/h;966m;2023.08.22_10.55.03;-101;-44.2438891;-21.1369124
540;-106 4G;4G;15 km/h;966m;2023.08.22_10.55.07;-106;-44.2439794;-21.1369471
541;-105 4G;4G;25 km/h;966m;2023.08.22_10.55.09;-105;-44.2440908;-21.1369958
542;-105 4G;4G;32 km/h;967m;2023.08.22_10.55.11;-105;-44.2442444;-21.1370605
543;-104 4G;4G;36 km/h;967m;2023.08.22_10.55.12;-104;-44.2443344;-21.1370963
544;-104 4G;4G;38 km/h;968m;2023.08.22_10.55.13;-104;-44.2444283;-21.1371337
545;-98 4G;4G;37 km/h;969m;2023.08.22_10.55.14;-98;-44.2445211;-21.1371713
546;-98 4G;4G;38 km/h;969m;2023.08.22_10.55.15;-98;-44.2446176;-21.1372075
547;-98 4G;4G;39 km/h;970m;2023.08.22_10.55.16;-98;-44.2447172;-21.1372427
